?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XAO_0000265>	"Sixth of the pharyngeal (endodermal) evaginations between the visceral arches."	"UBERON:0007127"
<http://purl.obolibrary.org/obo/XAO_0000116>	"Any of the smallest blood vessels connecting arterioles with venules."	"UBERON:0001982"
<http://purl.obolibrary.org/obo/XAO_0000277>	"The internal nasal passages, aperture or cavity in the roof of the buccopharynx."	"UBERON:0004771"
<http://purl.obolibrary.org/obo/XAO_0004155>	"The hyaloid artery is a branch of the ophthalmic artery, which is itself a branch of the internal carotid artery. It is contained within the optic stalk of the eye and extends from the optic disc through the vitreous humor to the lens. Its purpose is to supply nutrient to the developing lens."	"UBERON:0002270"
<http://purl.obolibrary.org/obo/XAO_0000259>	"Area of mesoderm at either side of the midline embryonic notochord that, on segmentation, forms the paired somites."	"UBERON:0003077"
<http://purl.obolibrary.org/obo/XAO_0000050>	"Primary germ layer that is the middle of the embryo's germ layers, between the endoderm and ectoderm."	"UBERON:0000926"
<http://purl.obolibrary.org/obo/XAO_0004324>	"Any of the bilateral hyoid arch muscles innervated by cranial nerve VII."	
<http://purl.obolibrary.org/obo/XAO_0005312>	"The midline of aligned thick filaments in a sarcomere; location of specific proteins that link thick filaments. Depending on muscle type the M band consists of different numbers of M lines."	"GO:0031430"
<http://purl.obolibrary.org/obo/XAO_0004296>	"Stylopod (the limb segment closet to the body) that is part of a hindlimb."	
<http://purl.obolibrary.org/obo/XAO_0000472>	"A pigment cell that is derived from the neural crest and gives silver, gold, or iridescent color to skin cells, classified based on their iridescent hue which arises from purine-containing reflecting platelets called iridisomes."	"CL:0000431"
<http://purl.obolibrary.org/obo/XAO_0003108>	"Compartment of trunk somite 1 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0000103>	"Middle subdivision of the digestive tract. The midgut is the portion of the embryo from which most of the intestines develop. After it bends around the superior mesenteric artery, it is often referred to as the \"midgut loop\". It comprises the portion of the alimentary canal from the end of the foregut at the opening of the bile duct to the hindgut, about two-thirds of the way through the transverse colon."	"UBERON:0001045"
<http://purl.obolibrary.org/obo/XAO_0004218>	"The dorsal component of the mandibular arch, the ventral one being Meckel's cartilage. Together with the ceratohyal and connecting musculature, it is responsible for the ventilation and irrigation of the filter apparatus."	
<http://purl.obolibrary.org/obo/XAO_0000179>	"The organ of sight (visual apparatus), almost spherical in shape. At the end of development (NF stage 66) the eyes bulge out of their orbital capsules near the lateral edge of the dorsal side of the head."	"UBERON:0000019"
<http://purl.obolibrary.org/obo/XAO_0004120>	"A sheet of extracellular matrix that separates the outer myocardial cell layer from the inner endocardial tube in the early embryonic heart. As the heart is going through the looping stages, this extracellular matrix/cardiac jelly starts to thicken in two regions, the atrioventricular canal region and the ventricular outflow tract region. These two discrete swellings of cardiac jelly are known as cardiac cushions. The cardiac jelly plays a central role in the septation of the heart and comprises most of the thickness of the heart wall at early stages, but disappears as the heart differentiates."	"UBERON:0003906"
<http://purl.obolibrary.org/obo/XAO_0000107>	"Rapidly proliferating mass of cells at the caudal extremity of the embryo. Its formation is reflected in a caudal carving of the posterior portion of the archenteric canal at NF stage 22. With its further outgrowth, the postanal gut primordium becomes stretched. Its lumen is in broad communication with the hindgut at NF stage 25."	"UBERON:0002533"
<http://purl.obolibrary.org/obo/XAO_0005260>	"Part of the trunk located on the ventral side of the organism."	
<http://purl.obolibrary.org/obo/XAO_0003069>		
<http://purl.obolibrary.org/obo/XAO_1000037>	"Nieuwkoop and Faber stage 21, corresponding to an embryo of age 22 hr 30 min at 22-24 Celsius and having the following external morphological criteria: Suture of neural tube completely closed. Delimitation of frontal field by pigment lines. Primary eye vesicles showing through in the form of two separate, obliquely placed oval spots; beginning of protrusion of eyes. Lateral outline of embryo just becoming concave, ventral outline flat. Length: 1.9 - 2.0 mm."	
<http://purl.obolibrary.org/obo/XAO_0004442>	"The presumptive cells of the constrictores branchiales III muscles."	
<http://purl.obolibrary.org/obo/XAO_0003021>		
<http://purl.obolibrary.org/obo/XAO_0005247>	"Endoderm that is part of the hindgut."	"UBERON:0003260"
<http://purl.obolibrary.org/obo/XAO_0003017>	"A connective tissue cell that secretes an extracellular matrix rich in collagen and other macromolecules."	"CL:0000057"
<http://purl.obolibrary.org/obo/XAO_0004581>	"Nucleus located posterodorsally in the midbrain tegmentum."	
<http://purl.obolibrary.org/obo/XAO_0000029>	"The outermost layer of the epidermis, the multilayered epithelium derived from the ectoderm."	"UBERON:0003055"
<http://purl.obolibrary.org/obo/XAO_1000038>	"Nieuwkoop and Faber stage 22, corresponding to an embryo of age 24 hr at 22-24 Celsius and having the following external morphological criteria: Distinct protrusion of eyes. Initial groove between jaw- and gill-areas only at latero-dorsal side. Lateral and ventral outlines of embryo slightly concave. Anal opening displaced to ventral side. Vitelline membrane becoming wider. Length: 2.0 - 2.2 mm."	
<http://purl.obolibrary.org/obo/XAO_0004260>	"Any of the outpocketings of pharyngeal endoderm that interdigitate with the neural crest derived pharyngeal arches. The pouches later fuse with the surface ectoderm to form the gill slits."	"UBERON:0004117"
<http://purl.obolibrary.org/obo/XAO_0004092>	"A thick, U-shaped primordium positioned at the border of the future epidermis and the neural plate/neural crest forming regions, in the neural stage embryo. This field of naive ectoderm is subdivided into 3 domains, each with distinct gene expression profiles: the anterior PPE (bottom of the U), the lateral PPE (the curves of the U), and the posterior PPE (arms of the U and adjacent to the neural crest/neural plate border). The PPE differentiates into the sensory placodes, which in turn form the adenohypophysis/anterior pituitary gland and sensory organs (such as the olfactory epithelium, lens, trigeminal nerves, epibranchial nerves, otic vesicles and lateral lines)."	
<http://purl.obolibrary.org/obo/XAO_0000002>	"Surface structure that has an important role in tadpole locomotion. It starts to develop along the trunk and tail of the embryo at the tail bud stage and continues to grow until the start of metamorphosis when it begins to regress. It consists of flattened epidermal cells elevated into a keel-like structure by a supporting core of mesenchyme and extracellular matrix."	"UBERON:0008897"
<http://purl.obolibrary.org/obo/XAO_0003050>	"Anatomical structure associated with the gonads that vary in form among amphibians but are primarily composed of adipose tissue and are thought to be a source of nutrients for the gonads. A body of adipose tissue, in the form of finger-like projections, usually associated with the anterior end of the testis and ovaries. Fat bodies are suspended from the body wall by dorsal mesentry which is fused with the gonadal mesentry (the mesovarium or mesorchidium)."	"UBERON:0003428"
<http://purl.obolibrary.org/obo/XAO_0005055>	"A set of septal nuclei comprising the ventral aspect of the forebrain septum."	
<http://purl.obolibrary.org/obo/XAO_0004624>	"Blood vessel that is part of the fin."	
<http://purl.obolibrary.org/obo/XAO_0000210>	"Type of ganglion that is a condensation of sensory neurons on the dorsal root of each spinal nerve. There is one pair of spinal ganglia per myotome, with the spinal ganglia of the trunk region larger and more distinct from each other than those of the tail region."	"UBERON:0000044"
<http://purl.obolibrary.org/obo/XAO_0000160>	"An unpaired glandular organ subdivision attached on the midline near the posterior and habenular commissures of the epithalamus."	"UBERON:0001905"
<http://purl.obolibrary.org/obo/XAO_0004010>	"Unilaminar epithelium that consists of a single layer of squamous cells."	"CARO:0000070 UBERON:0000487"
<http://purl.obolibrary.org/obo/XAO_0003068>		
<http://purl.obolibrary.org/obo/XAO_0000037>	"Sensorial layer of blastocoel roof ectoderm."	
<http://purl.obolibrary.org/obo/XAO_0000238>	"The terminal portion of the large intestine."	"UBERON:0001052"
<http://purl.obolibrary.org/obo/XAO_0005162>	"Skeletal subdivision comprising the skeletal elements of the mandibular arch."	"UBERON:0001708"
<http://purl.obolibrary.org/obo/XAO_0005327>	"Neural crest comprising sacral, vagal, and trunk neural crest."	
<http://purl.obolibrary.org/obo/XAO_0003019>	"The developing male gamete."	"CL:0000017"
<http://purl.obolibrary.org/obo/XAO_0000088>	"Dorsal part of the blastopore lip, which forms as a result of the contraction of bottle cells."	
<http://purl.obolibrary.org/obo/XAO_0005263>	"Neuroectoderm that is located on the anterior side of the organism."	
<http://purl.obolibrary.org/obo/XAO_0005169>	"The presumptive cells of the organizing region which is formed by the posterior layer of the gastrocoel roof plate during early neurulation."	
<http://purl.obolibrary.org/obo/XAO_0000257>	"An outpocketing of the foregut ventral to the infundibulum and the hypophysis. The walls surrounding this cavity are composed of endoderm."	
<http://purl.obolibrary.org/obo/XAO_0003268>	"Type of presumptive precardiac cell that lie as paired primordia 30 to 45 degrees on either side of the dorsal midline of the embryo. As gastrulation proceeds, these migrate laterally, eventually fusing at the anterior ventral midline, where they differentiate into cardiac tissue. They give rise to the linear heart tube of the fused heart primordium and derive from the cardiac crescent."	
<http://purl.obolibrary.org/obo/XAO_0004424>	"Anatomical region comprising the central part of the retina."	
<http://purl.obolibrary.org/obo/XAO_0006026>	"An oligopotent progenitor cell committed to the lymphoid lineage."	"CL:0000051"
<http://purl.obolibrary.org/obo/XAO_0003132>	"Compartment of trunk somite 12 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0004209>	"The region that delineates the rostral boundary of the neural plate in the neural stage embryo, and is devoid of neural crest cells. It gives rise to the pre-placodal region, some elements of the forebrain, and the anterior lobe of the pituitary gland."	
<http://purl.obolibrary.org/obo/XAO_0004518>	"The proximal segment of the pronephric tubule, closest to the glomus and functioning in solute resorption and waste excretion."	
<http://purl.obolibrary.org/obo/XAO_0004628>	"The erythroid-forming compartment of the ventral blood island."	
<http://purl.obolibrary.org/obo/XAO_0001014>	"A pigment cell that is derived from the neural crest, contains melanin (a brownish-black pigment), and is patchily distributed in the epidermis of the tadpole."	"CL:0000148"
<http://purl.obolibrary.org/obo/XAO_0001015>	"Paired outgrowths of the cloaca that link the pronephric ducts to the exterior of the organism."	"UBERON:0006172"
<http://purl.obolibrary.org/obo/XAO_0004328>	"Muscle that is part a complex that arises from the skull roof and acts to elevate or close the lower jaw. It separates medially from levator mandibulae longus supeficialis, with which it shares a common origin."	
